Id,q_amplicon,Phylum,Class,Order,Family,Genus,Species
2664,ASV 2664: Enterobacteriaceae,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae,Enterobacteriaceae
2665,ASV 2665: Salmonella_bongori,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella_bongori
2666,ASV 2666: Kosakonia,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Kosakonia,Kosakonia
2667,ASV 2667: Kosakonia,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Kosakonia,Kosakonia
2668,ASV 2668: Enterobacteriaceae,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae,Enterobacteriaceae
2669,ASV 2669: Pantoea,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Erwiniaceae,Pantoea,Pantoea
2670,ASV 2670: Pantoea,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Erwiniaceae,Pantoea,Pantoea
2671,ASV 2671: Enterobacteriaceae,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae,Enterobacteriaceae
2672,ASV 2672: Escherichia-Shigella,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia-Shigella
2673,ASV 2673: Escherichia-Shigella,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia-Shigella
2674,ASV 2674: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2675,ASV 2675: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2676,ASV 2676: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2677,ASV 2677: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2678,ASV 2678: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2679,ASV 2679: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2680,ASV 2680: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2681,ASV 2681: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2682,ASV 2682: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
2683,ASV 2683: Burkholderia_sp.,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,BC-Paraburkholderia,Burkholderia
2684,ASV 2684: Ralstonia,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia
2685,ASV 2685: Ralstonia,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia
2686,ASV 2686: Burkholderia_sp.,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,BC-Paraburkholderia,Burkholderia
2687,ASV 2687: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
2688,ASV 2688: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
2689,ASV 2689: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
2690,ASV 2690: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
2691,ASV 2691: BD7-11,Planctomycetota,BD7-11,BD7-11,BD7-11,BD7-11,BD7-11
2692,ASV 2692: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2693,ASV 2693: Brevibacillus_borstelensis,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus_borstelensis
2694,ASV 2694: Bacillus_sp.,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2695,ASV 2695: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2696,ASV 2696: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2697,ASV 2697: Enterococcus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus
2698,ASV 2698: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2699,ASV 2699: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2700,ASV 2700: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2701,ASV 2701: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2702,ASV 2702: Bacillus_licheniformis,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_licheniformis
2703,ASV 2703: Bacillus_licheniformis,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_licheniformis
2704,ASV 2704: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2705,ASV 2705: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2706,ASV 2706: Abiotrophia,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia
2707,ASV 2707: Enterococcus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus
2708,ASV 2708: Enterococcus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus
2709,ASV 2709: Enterococcus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus
2710,ASV 2710: Carnobacterium,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium
2711,ASV 2711: Granulicatella,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella
2712,ASV 2712: Granulicatella,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella
2713,ASV 2713: Desemzia,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,Desemzia
2714,ASV 2714: Enterococcus_italicus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus
2715,ASV 2715: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2716,ASV 2716: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2717,ASV 2717: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2718,ASV 2718: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2719,ASV 2719: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2720,ASV 2720: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2721,ASV 2721: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2722,ASV 2722: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2723,ASV 2723: Oceanobacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus
2724,ASV 2724: Oenococcus_oeni,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus_oeni
2725,ASV 2725: Weissella_paramesenteroides,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_paramesenteroides
2726,ASV 2726: Leuconostoc_mesenteroides,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc_mesenteroides
2727,ASV 2727: Leuconostoc,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc
2728,ASV 2728: Leuconostoc,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc
2729,ASV 2729: Leuconostoc,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc
2730,ASV 2730: Leuconostoc,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc
2731,ASV 2731: Leuconostoc_pseudomesenteroides,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc_pseudomesenteroides
2732,ASV 2732: Leuconostoc_pseudomesenteroides,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc_pseudomesenteroides
2733,ASV 2733: Weissella,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella
2734,ASV 2734: Weissella,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella
2735,ASV 2735: Weissella,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella
2736,ASV 2736: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2737,ASV 2737: Lactobacillus_buchneri,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_buchneri
2738,ASV 2738: Lactobacillus_reuteri,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_reuteri
2739,ASV 2739: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2740,ASV 2740: Lactobacillus_fermentum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_fermentum
2741,ASV 2741: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2742,ASV 2742: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
2743,ASV 2743: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2744,ASV 2744: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2745,ASV 2745: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2746,ASV 2746: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2747,ASV 2747: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2748,ASV 2748: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2749,ASV 2749: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2750,ASV 2750: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2751,ASV 2751: Lactobacillus_fermentum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_fermentum
2752,ASV 2752: Staphylococcus,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus
2753,ASV 2753: Bacillaceae,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae,Bacillaceae
2754,ASV 2754: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2755,ASV 2755: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2756,ASV 2756: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2757,ASV 2757: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2758,ASV 2758: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
2759,ASV 2759: Lysinibacillus,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus
2760,ASV 2760: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2761,ASV 2761: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2762,ASV 2762: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2763,ASV 2763: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2764,ASV 2764: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2765,ASV 2765: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2766,ASV 2766: Pediococcus_acidilactici,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici
2767,ASV 2767: Pediococcus_pentosaceus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_pentosaceus
2768,ASV 2768: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2769,ASV 2769: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2770,ASV 2770: Lactobacillus_delbrueckii,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii
2771,ASV 2771: Lactobacillus_delbrueckii,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii
2772,ASV 2772: Lactobacillus_delbrueckii,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii
2773,ASV 2773: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2774,ASV 2774: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2775,ASV 2775: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2776,ASV 2776: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2777,ASV 2777: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2778,ASV 2778: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2779,ASV 2779: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2780,ASV 2780: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2781,ASV 2781: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2782,ASV 2782: Lactobacillus_helveticus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_helveticus
2783,ASV 2783: Lactobacillus_helveticus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_helveticus
2784,ASV 2784: ultured_Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured_Lactobacillus
2785,ASV 2785: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2786,ASV 2786: Lactobacillus_jensenii,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_jensenii
2787,ASV 2787: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2788,ASV 2788: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2789,ASV 2789: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2790,ASV 2790: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2791,ASV 2791: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2792,ASV 2792: Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
2793,ASV 2793: Lactococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus
2794,ASV 2794: Lactococcus_lactis,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis
2795,ASV 2795: Lactococcus_lactis,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis
2796,ASV 2796: Lactococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus
2797,ASV 2797: Lactococcus_lactis,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis
2798,ASV 2798: Lactococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus
2799,ASV 2799: Lactococcus_garvieae,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_garvieae
2800,ASV 2800: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2801,ASV 2801: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2802,ASV 2802: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2803,ASV 2803: Streptococcus_anginosus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus
2804,ASV 2804: Streptococcus_salivarius,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius
2805,ASV 2805: Streptococcus_salivarius,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius
2806,ASV 2806: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2807,ASV 2807: Streptococcus_parasanguinis,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis
2808,ASV 2808: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2809,ASV 2809: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2810,ASV 2810: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2811,ASV 2811: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2812,ASV 2812: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2813,ASV 2813: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2814,ASV 2814: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2815,ASV 2815: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2816,ASV 2816: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2817,ASV 2817: Streptococcus_pneumoniae,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pneumoniae
2818,ASV 2818: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2819,ASV 2819: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2820,ASV 2820: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2821,ASV 2821: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2822,ASV 2822: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2823,ASV 2823: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2824,ASV 2824: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2825,ASV 2825: Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
2826,ASV 2826: Streptococcus_agalactiae,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_agalactiae
2827,ASV 2827: Carnobacteriaceae,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacteriaceae,Carnobacteriaceae
2828,ASV 2828: Carnobacteriaceae,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacteriaceae,Carnobacteriaceae
2829,ASV 2829: Ignavigranum,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Ignavigranum,Ignavigranum
2830,ASV 2830: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2831,ASV 2831: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2832,ASV 2832: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2833,ASV 2833: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2834,ASV 2834: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2835,ASV 2835: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2836,ASV 2836: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2837,ASV 2837: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2838,ASV 2838: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2839,ASV 2839: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2840,ASV 2840: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2841,ASV 2841: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2842,ASV 2842: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2843,ASV 2843: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2844,ASV 2844: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2845,ASV 2845: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2846,ASV 2846: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2847,ASV 2847: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2848,ASV 2848: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2849,ASV 2849: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2850,ASV 2850: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2851,ASV 2851: Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes
2852,ASV 2852: Facklamia,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia
2853,ASV 2853: Dolosigranulum,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum
2854,ASV 2854: Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus
2855,ASV 2855: Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus
2856,ASV 2856: Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus
2857,ASV 2857: Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus
2858,ASV 2858: Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus
2859,ASV 2859: Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus
2860,ASV 2860: Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus
2861,ASV 2861: Aerosphaera,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerosphaera,Aerosphaera
